sim_time,uncertainty_pct,num_links,mean_degree,lambda_2_fiedler,ew_active,d0_x,d0_y,d0_z,d0_vx,d0_vy,d0_vz,d0_speed,d0_qw,d0_qx,d0_qy,d0_qz,d0_thrust_N,d0_soc_pct,d0_pos_err,d0_role,d1_x,d1_y,d1_z,d1_vx,d1_vy,d1_vz,d1_speed,d1_qw,d1_qx,d1_qy,d1_qz,d1_thrust_N,d1_soc_pct,d1_pos_err,d1_role,d2_x,d2_y,d2_z,d2_vx,d2_vy,d2_vz,d2_speed,d2_qw,d2_qx,d2_qy,d2_qz,d2_thrust_N,d2_soc_pct,d2_pos_err,d2_role,d3_x,d3_y,d3_z,d3_vx,d3_vy,d3_vz,d3_speed,d3_qw,d3_qx,d3_qy,d3_qz,d3_thrust_N,d3_soc_pct,d3_pos_err,d3_role,t0_x,t0_y,t0_z,t0_vx,t0_vy,t0_speed,t0_state,t0_is_spotted,t0_smoke_active,t1_x,t1_y,t1_z,t1_vx,t1_vy,t1_speed,t1_state,t1_is_spotted,t1_smoke_active,t2_x,t2_y,t2_z,t2_vx,t2_vy,t2_speed,t2_state,t2_is_spotted,t2_smoke_active
56.14,0.55,4,2.0,1.0,0,-0.279,-15.621,4.027,-10.717,1.14,0.001,10.78,0.0469,-0.4611,0.0251,0.8858,11.11,55.8,6.692,EXPLORER,22.366,17.734,4.599,-3.601,4.138,-0.19,5.49,0.0802,-0.4166,-0.1712,0.8892,4.87,0.0,6.764,EXPLORER,-12.969,-19.063,5.38,5.32,0.229,-0.116,5.33,0.8923,0.0119,0.4513,0.006,7.3,32.2,6.747,EXPLORER,1.094,-1.961,10.498,-0.917,0.399,0.178,1.02,0.3812,0.308,0.1861,-0.8516,10.71,41.3,4.397,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-9.436,16.712,0.3,3.322,-0.122,3.32,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.15,0.55,4,2.0,1.0,0,-0.388,-15.61,4.027,-10.85,1.153,0.001,10.91,0.047,-0.4611,0.0239,0.8858,11.11,55.8,6.691,EXPLORER,22.329,17.775,4.598,-3.732,4.093,-0.184,5.54,0.0801,-0.4167,-0.171,0.8892,4.87,0.0,6.763,EXPLORER,-12.914,-19.06,5.379,5.456,0.225,-0.111,5.46,0.8922,0.0119,0.4514,0.006,7.3,32.2,6.745,EXPLORER,1.084,-1.958,10.5,-1.005,0.29,0.22,1.07,0.3435,0.3353,0.1859,-0.8573,10.28,41.3,4.395,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-9.403,16.711,0.3,3.32,-0.122,3.32,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.16,0.55,4,2.0,1.0,0,-0.498,-15.598,4.028,-10.982,1.166,0.001,11.04,0.0472,-0.4612,0.0225,0.8858,11.11,55.8,6.69,EXPLORER,22.29,17.815,4.596,-3.863,4.047,-0.178,5.6,0.0801,-0.4168,-0.1708,0.8892,4.87,0.0,6.761,EXPLORER,-12.858,-19.058,5.378,5.592,0.222,-0.106,5.6,0.8922,0.0118,0.4515,0.006,7.3,32.1,6.744,EXPLORER,1.073,-1.956,10.503,-1.104,0.191,0.242,1.15,0.2949,0.3737,0.1845,-0.8599,9.61,41.3,4.393,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-9.37,16.71,0.3,3.319,-0.122,3.32,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.17,0.55,4,2.0,1.0,0,-0.609,-15.587,4.028,-11.115,1.179,0.001,11.18,0.0473,-0.4613,0.0207,0.8857,11.11,55.8,6.688,EXPLORER,22.25,17.856,4.594,-3.994,4.002,-0.173,5.66,0.08,-0.4169,-0.1707,0.8892,4.87,0.0,6.76,EXPLORER,-12.801,-19.056,5.377,5.727,0.219,-0.101,5.73,0.8921,0.0118,0.4516,0.006,7.3,32.1,6.743,EXPLORER,1.061,-1.955,10.505,-1.214,0.105,0.241,1.24,0.2314,0.4281,0.179,-0.8551,8.86,41.3,4.39,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-9.336,16.708,0.3,3.317,-0.122,3.32,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.18,0.55,4,2.0,1.0,0,-0.721,-15.575,4.028,-11.247,1.19,0.001,11.31,0.0476,-0.4614,0.0187,0.8857,11.11,55.8,6.687,EXPLORER,22.209,17.895,4.592,-4.125,3.956,-0.167,5.72,0.08,-0.417,-0.1705,0.8892,4.87,0.0,6.759,EXPLORER,-12.742,-19.054,5.376,5.863,0.215,-0.097,5.87,0.8921,0.0118,0.4517,0.006,7.29,32.1,6.741,EXPLORER,1.047,-1.955,10.507,-1.338,0.039,0.211,1.36,0.1482,0.5039,0.1628,-0.8352,8.1,41.3,4.388,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-9.303,16.707,0.3,3.316,-0.121,3.32,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.19,0.55,4,2.0,1.0,0,-0.835,-15.563,4.028,-11.379,1.201,0.001,11.44,0.0479,-0.4615,0.0164,0.8857,11.11,55.8,6.686,EXPLORER,22.166,17.934,4.591,-4.256,3.911,-0.161,5.78,0.0799,-0.4171,-0.1704,0.8892,4.87,0.0,6.758,EXPLORER,-12.682,-19.052,5.375,5.998,0.212,-0.092,6.0,0.892,0.0117,0.4518,0.0059,7.29,32.1,6.74,EXPLORER,1.033,-1.955,10.509,-1.473,0.005,0.149,1.48,0.0448,0.6014,0.1173,-0.789,7.52,41.3,4.386,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-9.27,16.706,0.3,3.314,-0.121,3.32,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.2,0.55,4,2.0,1.0,0,-0.95,-15.55,4.028,-11.511,1.212,0.001,11.57,0.0482,-0.4615,0.0139,0.8857,11.11,55.8,6.684,EXPLORER,22.123,17.973,4.589,-4.387,3.866,-0.156,5.85,0.0799,-0.4172,-0.1702,0.8891,4.87,0.0,6.756,EXPLORER,-12.621,-19.05,5.374,6.133,0.208,-0.087,6.14,0.892,0.0117,0.4519,0.0059,7.29,32.1,6.739,EXPLORER,1.016,-1.955,10.509,-1.613,0.017,0.055,1.61,0.103,0.6772,-0.1615,-0.7104,7.28,41.2,4.385,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-9.237,16.705,0.3,3.312,-0.121,3.31,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.21,0.55,4,2.0,1.0,0,-1.067,-15.538,4.028,-11.643,1.221,0.001,11.71,0.0486,-0.4616,0.0112,0.8857,11.11,55.8,6.683,EXPLORER,22.077,18.011,4.588,-4.518,3.82,-0.15,5.92,0.0798,-0.4174,-0.1701,0.8891,4.87,0.0,6.755,EXPLORER,-12.558,-19.048,5.374,6.268,0.205,-0.082,6.27,0.8919,0.0117,0.4521,0.0059,7.29,32.1,6.737,EXPLORER,0.999,-1.954,10.509,-1.732,0.091,-0.059,1.74,0.5522,0.0281,-0.7451,-0.373,7.33,41.2,4.385,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-9.204,16.704,0.3,3.31,-0.121,3.31,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.22,0.55,4,2.0,1.0,0,-1.184,-15.526,4.028,-11.775,1.23,0.001,11.84,0.0491,-0.4617,0.0082,0.8856,11.11,55.8,6.682,EXPLORER,22.031,18.049,4.586,-4.648,3.775,-0.145,5.99,0.0798,-0.4175,-0.1699,0.8891,4.87,0.0,6.754,EXPLORER,-12.494,-19.046,5.373,6.403,0.201,-0.078,6.41,0.8918,0.0116,0.4522,0.0059,7.29,32.1,6.736,EXPLORER,0.981,-1.952,10.507,-1.796,0.215,-0.166,1.82,0.3013,0.0173,-0.7305,-0.6126,7.3,41.2,4.388,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-9.171,16.702,0.3,3.308,-0.121,3.31,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.23,0.56,4,2.0,1.0,0,-1.301,-15.514,4.028,-11.627,1.231,0.001,11.69,0.884,0.0298,0.4608,0.0726,11.11,55.8,6.914,EXPLORER,21.983,18.086,4.585,-4.779,3.73,-0.139,6.06,0.0798,-0.4176,-0.1698,0.889,4.87,0.0,6.752,EXPLORER,-12.429,-19.044,5.372,6.538,0.198,-0.073,6.54,0.8917,0.0116,0.4523,0.0059,7.29,32.1,6.735,EXPLORER,0.963,-1.948,10.505,-1.798,0.355,-0.238,1.85,0.3014,-0.2596,0.5839,0.7077,7.41,41.2,4.393,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-9.138,16.701,0.3,3.307,-0.121,3.31,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.24,0.56,4,2.0,1.0,0,-1.415,-15.501,4.028,-11.479,1.232,0.001,11.54,0.8841,0.0297,0.4608,0.0718,11.11,55.7,6.913,EXPLORER,21.934,18.123,4.584,-4.909,3.685,-0.134,6.14,0.0797,-0.4178,-0.1696,0.889,4.87,0.0,6.751,EXPLORER,-12.362,-19.042,5.371,6.672,0.195,-0.069,6.68,0.8917,0.0115,0.4525,0.0059,7.28,32.0,6.733,EXPLORER,0.946,-1.943,10.502,-1.751,0.487,-0.262,1.84,0.6064,-0.2201,0.4656,0.6058,8.25,41.2,4.398,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-9.105,16.7,0.3,3.305,-0.121,3.31,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.25,0.56,4,2.0,1.0,0,-1.529,-15.489,4.028,-11.331,1.233,0.001,11.4,0.8841,0.0297,0.4608,0.071,11.11,55.7,6.912,EXPLORER,21.884,18.159,4.582,-5.039,3.64,-0.129,6.22,0.0797,-0.4179,-0.1695,0.889,4.87,0.0,6.75,EXPLORER,-12.294,-19.04,5.371,6.806,0.191,-0.065,6.81,0.8917,0.0115,0.4525,0.0058,7.28,32.0,6.732,EXPLORER,0.929,-1.937,10.5,-1.67,0.601,-0.242,1.79,0.7491,-0.1479,0.3959,0.5101,9.5,41.2,4.402,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-9.072,16.699,0.3,3.303,-0.121,3.31,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.26,0.56,4,2.0,1.0,0,-1.641,-15.477,4.028,-11.184,1.233,0.001,11.25,0.8842,0.0296,0.4608,0.0701,11.11,55.7,6.91,EXPLORER,21.832,18.195,4.581,-5.169,3.595,-0.123,6.3,0.0796,-0.4181,-0.1693,0.8889,4.87,0.0,6.748,EXPLORER,-12.225,-19.038,5.37,6.94,0.188,-0.06,6.94,0.8917,0.0115,0.4524,0.0058,7.28,32.0,6.731,EXPLORER,0.913,-1.93,10.498,-1.567,0.696,-0.193,1.73,0.8268,-0.1003,0.3566,0.4232,10.58,41.2,4.405,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-9.039,16.698,0.3,3.301,-0.121,3.3,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.27,0.56,4,2.0,1.0,0,-1.751,-15.464,4.028,-11.037,1.234,0.001,11.11,0.8843,0.0296,0.4609,0.0692,11.11,55.7,6.909,EXPLORER,21.779,18.231,4.58,-5.299,3.55,-0.118,6.38,0.0796,-0.4183,-0.1692,0.8889,4.87,0.0,6.747,EXPLORER,-12.154,-19.036,5.37,7.074,0.184,-0.055,7.08,0.8918,0.0115,0.4523,0.0057,7.29,32.0,6.729,EXPLORER,0.899,-1.922,10.496,-1.456,0.769,-0.134,1.65,0.8721,-0.0697,0.3371,0.3477,10.71,41.2,4.406,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-9.006,16.696,0.3,3.299,-0.121,3.3,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.28,0.56,4,2.0,1.0,0,-1.86,-15.452,4.028,-10.89,1.234,0.001,10.96,0.8843,0.0295,0.4609,0.0683,11.11,55.7,6.907,EXPLORER,21.725,18.266,4.579,-5.429,3.506,-0.113,6.46,0.0796,-0.4185,-0.169,0.8888,4.87,0.0,6.746,EXPLORER,-12.082,-19.034,5.369,7.208,0.181,-0.051,7.21,0.8919,0.0115,0.4521,0.0057,7.29,32.0,6.728,EXPLORER,0.885,-1.914,10.496,-1.34,0.825,-0.071,1.57,0.8999,-0.0481,0.3286,0.2826,10.71,41.2,4.407,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-8.973,16.695,0.3,3.297,-0.121,3.3,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.29,0.56,4,2.0,1.0,0,-1.967,-15.44,4.028,-10.743,1.235,0.001,10.81,0.8844,0.0294,0.4609,0.0675,11.11,55.7,6.906,EXPLORER,21.669,18.3,4.578,-5.558,3.461,-0.108,6.55,0.0796,-0.4186,-0.1689,0.8888,4.87,0.0,6.745,EXPLORER,-12.008,-19.033,5.369,7.341,0.177,-0.046,7.34,0.892,0.0115,0.4519,0.0056,7.29,32.0,6.727,EXPLORER,0.873,-1.906,10.496,-1.219,0.867,-0.008,1.5,0.917,-0.0313,0.3274,0.2257,10.71,41.2,4.407,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-8.94,16.694,0.3,3.295,-0.121,3.3,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.3,0.56,4,2.0,1.0,0,-2.073,-15.427,4.028,-10.596,1.235,0.001,10.67,0.8845,0.0294,0.4609,0.0666,11.11,55.7,6.904,EXPLORER,21.612,18.335,4.577,-5.688,3.416,-0.103,6.64,0.0795,-0.4188,-0.1687,0.8887,4.86,0.0,6.743,EXPLORER,-11.934,-19.031,5.368,7.474,0.174,-0.041,7.48,0.8922,0.0115,0.4516,0.0055,7.3,32.0,6.725,EXPLORER,0.862,-1.897,10.496,-1.093,0.897,0.055,1.42,0.9268,-0.0169,0.3319,0.175,10.71,41.1,4.407,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-8.907,16.693,0.3,3.293,-0.121,3.29,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.31,0.56,4,2.0,1.0,0,-2.178,-15.415,4.028,-10.45,1.235,0.001,10.52,0.8845,0.0293,0.4609,0.0658,11.11,55.7,6.903,EXPLORER,21.554,18.368,4.576,-5.817,3.372,-0.098,6.72,0.0795,-0.419,-0.1686,0.8886,4.86,0.0,6.742,EXPLORER,-11.857,-19.029,5.368,7.607,0.17,-0.036,7.61,0.8924,0.0115,0.4511,0.0055,7.3,32.0,6.724,EXPLORER,0.853,-1.887,10.497,-0.962,0.916,0.114,1.33,0.9308,-0.0033,0.3423,0.1286,10.71,41.1,4.407,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-8.874,16.691,0.3,3.291,-0.121,3.29,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.32,0.56,4,2.0,1.0,0,-2.281,-15.403,4.028,-10.304,1.235,0.001,10.38,0.8846,0.0293,0.4609,0.065,11.11,55.7,6.902,EXPLORER,21.495,18.402,4.575,-5.946,3.327,-0.093,6.81,0.0795,-0.4192,-0.1684,0.8886,4.86,0.0,6.741,EXPLORER,-11.78,-19.027,5.368,7.739,0.167,-0.031,7.74,0.8927,0.0116,0.4505,0.0054,7.31,31.9,6.723,EXPLORER,0.844,-1.878,10.499,-0.824,0.924,0.169,1.25,0.929,0.0111,0.3602,0.0845,10.71,41.1,4.406,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-8.841,16.69,0.3,3.288,-0.12,3.29,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.33,0.56,4,2.0,1.0,0,-2.382,-15.39,4.028,-10.158,1.235,0.001,10.23,0.8847,0.0293,0.4609,0.0642,11.11,55.7,6.9,EXPLORER,21.434,18.434,4.574,-6.075,3.282,-0.088,6.91,0.0794,-0.4194,-0.1683,0.8885,4.86,0.0,6.739,EXPLORER,-11.701,-19.026,5.367,7.872,0.163,-0.025,7.87,0.893,0.0117,0.4498,0.0053,7.32,31.9,6.721,EXPLORER,0.837,-1.869,10.501,-0.684,0.92,0.206,1.16,0.9194,0.0289,0.39,0.0412,10.11,41.1,4.406,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-8.808,16.689,0.3,3.286,-0.12,3.29,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.34,0.56,4,2.0,1.0,0,-2.482,-15.378,4.028,-10.012,1.235,0.001,10.09,0.8847,0.0292,0.4609,0.0634,11.11,55.7,6.899,EXPLORER,21.372,18.467,4.573,-6.204,3.238,-0.083,7.0,0.0794,-0.4197,-0.1681,0.8884,4.86,0.0,6.738,EXPLORER,-11.621,-19.024,5.367,8.004,0.159,-0.019,8.01,0.8936,0.0118,0.4488,0.0051,7.33,31.9,6.72,EXPLORER,0.832,-1.86,10.503,-0.545,0.901,0.215,1.07,0.8965,0.0562,0.4395,-0.0039,9.16,41.1,4.406,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-8.775,16.688,0.3,3.284,-0.12,3.29,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.35,0.56,4,2.0,1.0,0,-2.581,-15.366,4.028,-9.866,1.235,0.001,9.94,0.8848,0.0292,0.4609,0.0626,11.11,55.7,6.897,EXPLORER,21.308,18.499,4.572,-6.332,3.194,-0.078,7.09,0.0794,-0.4199,-0.1679,0.8884,4.86,0.0,6.737,EXPLORER,-11.54,-19.023,5.367,8.136,0.156,-0.012,8.14,0.8942,0.012,0.4474,0.005,7.35,31.9,6.719,EXPLORER,0.828,-1.851,10.505,-0.41,0.864,0.183,0.97,0.8439,0.1119,0.5224,-0.0491,8.06,41.1,4.406,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-8.742,16.687,0.3,3.282,-0.12,3.28,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.36,0.56,4,2.0,1.0,0,-2.678,-15.353,4.028,-9.721,1.235,0.001,9.8,0.8848,0.0292,0.4609,0.0619,11.11,55.7,6.896,EXPLORER,21.244,18.53,4.571,-6.461,3.149,-0.074,7.19,0.0793,-0.4201,-0.1678,0.8883,4.86,0.0,6.735,EXPLORER,-11.457,-19.021,5.367,8.268,0.152,-0.004,8.27,0.8951,0.0123,0.4456,0.0048,7.37,31.9,6.717,EXPLORER,0.825,-1.843,10.506,-0.287,0.796,0.094,0.85,0.7253,0.3868,0.5648,0.0732,7.29,41.1,4.406,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-8.71,16.685,0.3,3.28,-0.12,3.28,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.37,0.56,4,2.0,1.0,0,-2.774,-15.341,4.028,-9.575,1.234,0.001,9.65,0.8849,0.0291,0.4609,0.0612,11.11,55.6,6.894,EXPLORER,21.178,18.561,4.571,-6.589,3.105,-0.069,7.28,0.0793,-0.4203,-0.1676,0.8882,4.86,0.0,6.734,EXPLORER,-11.373,-19.02,5.367,8.399,0.147,0.005,8.4,0.8963,0.0127,0.4432,0.0045,7.4,31.9,6.716,EXPLORER,0.823,-1.837,10.505,-0.209,0.68,-0.056,0.71,0.284,0.7358,-0.3635,0.4958,7.76,41.1,4.406,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-8.677,16.684,0.3,3.277,-0.12,3.28,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.38,0.56,4,2.0,1.0,0,-2.868,-15.328,4.028,-9.43,1.234,0.001,9.51,0.8849,0.0291,0.4609,0.0606,11.11,55.6,6.893,EXPLORER,21.111,18.592,4.57,-6.717,3.061,-0.065,7.38,0.0793,-0.4206,-0.1674,0.8881,4.86,0.0,6.733,EXPLORER,-11.288,-19.018,5.367,8.53,0.143,0.015,8.53,0.8979,0.0132,0.4399,0.0041,7.44,31.9,6.715,EXPLORER,0.821,-1.831,10.504,-0.229,0.541,-0.188,0.62,0.4396,0.4762,-0.6256,0.4343,7.49,41.1,4.404,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-8.644,16.683,0.3,3.275,-0.12,3.28,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.39,0.56,4,2.0,1.0,0,-2.961,-15.316,4.028,-9.285,1.233,0.001,9.37,0.8849,0.0291,0.4609,0.0599,11.11,55.6,6.892,EXPLORER,21.042,18.622,4.57,-6.845,3.017,-0.06,7.48,0.0793,-0.4208,-0.1673,0.8881,4.85,0.0,6.732,EXPLORER,-11.201,-19.017,5.367,8.661,0.138,0.028,8.66,0.9001,0.014,0.4354,0.0037,7.5,31.9,6.713,EXPLORER,0.818,-1.827,10.501,-0.309,0.426,-0.237,0.58,0.3302,0.4912,0.3027,-0.7471,7.72,41.1,4.401,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-8.611,16.682,0.3,3.273,-0.12,3.27,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.4,0.56,4,2.0,1.0,0,-3.053,-15.304,4.028,-9.14,1.233,0.001,9.22,0.885,0.0291,0.4609,0.0593,11.11,55.6,6.89,EXPLORER,20.973,18.652,4.569,-6.973,2.973,-0.056,7.58,0.0792,-0.421,-0.1671,0.888,4.85,0.0,6.73,EXPLORER,-11.113,-19.016,5.368,8.792,0.133,0.044,8.79,0.9032,0.0152,0.4289,0.003,7.58,31.8,6.712,EXPLORER,0.813,-1.824,10.499,-0.413,0.332,-0.221,0.57,0.2916,0.3946,0.1686,-0.8549,9.39,41.0,4.399,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-8.579,16.681,0.3,3.27,-0.12,3.27,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.41,0.56,4,2.0,1.0,0,-3.143,-15.292,4.028,-8.996,1.232,0.001,9.08,0.885,0.029,0.4609,0.0587,11.11,55.6,6.889,EXPLORER,20.902,18.681,4.568,-7.1,2.929,-0.052,7.68,0.0792,-0.4213,-0.1669,0.8879,4.85,0.0,6.729,EXPLORER,-11.024,-19.014,5.369,8.922,0.126,0.065,8.92,0.9076,0.0169,0.4195,0.002,7.72,31.8,6.711,EXPLORER,0.808,-1.821,10.497,-0.53,0.256,-0.167,0.61,0.2358,0.3444,0.1136,-0.9016,10.71,41.0,4.397,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-8.546,16.679,0.3,3.268,-0.12,3.27,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.42,0.56,4,2.0,1.0,0,-3.231,-15.279,4.028,-8.851,1.231,0.001,8.94,0.8851,0.029,0.4609,0.0582,11.11,55.6,6.887,EXPLORER,20.829,18.71,4.568,-7.227,2.885,-0.047,7.78,0.0791,-0.4215,-0.1667,0.8878,4.85,0.0,6.728,EXPLORER,-10.934,-19.013,5.369,9.052,0.12,0.087,9.05,0.9078,0.0172,0.419,0.0018,7.72,31.8,6.71,EXPLORER,0.802,-1.819,10.496,-0.647,0.201,-0.104,0.69,0.1799,0.3219,0.081,-0.926,10.71,41.0,4.395,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-8.513,16.678,0.3,3.265,-0.12,3.27,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.43,0.56,4,2.0,1.0,0,-3.318,-15.267,4.028,-8.707,1.23,0.001,8.79,0.8851,0.029,0.4609,0.0576,11.11,55.6,6.886,EXPLORER,20.756,18.738,4.568,-7.354,2.841,-0.043,7.88,0.0791,-0.4217,-0.1662,0.8879,4.85,0.0,6.727,EXPLORER,-10.842,-19.012,5.37,9.182,0.114,0.107,9.18,0.9072,0.0173,0.4203,0.0019,7.7,31.8,6.708,EXPLORER,0.794,-1.817,10.496,-0.765,0.164,-0.038,0.78,0.1219,0.3119,0.055,-0.9407,10.71,41.0,4.393,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-8.481,16.677,0.3,3.263,-0.12,3.27,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.44,0.56,4,2.0,1.0,0,-3.404,-15.255,4.028,-8.563,1.229,0.001,8.65,0.8851,0.029,0.4609,0.0571,11.11,55.6,6.884,EXPLORER,20.681,18.766,4.567,-7.481,2.798,-0.039,7.99,0.0791,-0.4218,-0.1656,0.8879,4.85,0.0,6.725,EXPLORER,-10.749,-19.011,5.372,9.312,0.107,0.127,9.31,0.9066,0.0173,0.4216,0.0019,7.69,31.8,6.707,EXPLORER,0.785,-1.816,10.496,-0.885,0.145,0.03,0.9,0.0579,0.3094,0.0292,-0.9487,10.71,41.0,4.392,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-8.448,16.676,0.3,3.26,-0.119,3.26,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
56.45,0.56,4,2.0,1.0,0,-3.488,-15.242,4.028,-8.419,1.229,0.001,8.51,0.8852,0.029,0.4609,0.0566,11.11,55.6,6.883,EXPLORER,20.605,18.794,4.567,-7.608,2.754,-0.035,8.09,0.079,-0.422,-0.1649,0.888,4.85,0.0,6.724,EXPLORER,-10.654,-19.01,5.373,9.441,0.101,0.146,9.44,0.906,0.0174,0.4228,0.0019,7.67,31.8,6.706,EXPLORER,0.775,-1.814,10.497,-1.007,0.148,0.098,1.02,0.0164,-0.3127,0.0007,0.9497,10.71,41.0,4.39,RELAY,11.125,-21.185,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0,-8.416,16.675,0.3,3.258,-0.119,3.26,PATROL,0,0,11.113,-14.754,0.3,0.0,0.0,0.0,ACTIVE_EVASION,0,0
